C,H,L,DL_female,DL_male
0.0,0,75,-0.33226969736202494,0.189898380494365
0.0,2,75,-0.33226969736202494,0.189898380494365
0.0,4,75,-0.33226969736202494,0.189898380494365
0.0,6,75,-0.33226969736202494,0.189898380494365
0.0,8,75,-0.33226969736202494,0.189898380494365
0.0,10,75,-0.33226969736202494,0.189898380494365
0.0,12,75,-0.33226969736202494,0.189898380494365
0.0,14,75,-0.33226969736202494,0.189898380494365
0.0,16,75,-0.33226969736202494,0.189898380494365
0.0,18,75,-0.33226969736202494,0.189898380494365
0.0,20,75,-0.33226969736202494,0.189898380494365
0.0,22,75,-0.33226969736202494,0.189898380494365
0.0,24,75,-0.33226969736202494,0.189898380494365
0.0,26,75,-0.33226969736202494,0.189898380494365
0.0,28,75,-0.33226969736202494,0.189898380494365
0.0,30,75,-0.33226969736202494,0.189898380494365
0.0,32,75,-0.33226969736202494,0.189898380494365
0.0,34,75,-0.33226969736202494,0.189898380494365
0.0,36,75,-0.33226969736202494,0.189898380494365
0.0,38,75,-0.33226969736202494,0.189898380494365
0.0,40,75,-0.33226969736202494,0.189898380494365
0.0,42,75,-0.33226969736202494,0.189898380494365
0.0,44,75,-0.33226969736202494,0.189898380494365
0.0,46,75,-0.33226969736202494,0.189898380494365
0.0,48,75,-0.33226969736202494,0.189898380494365
0.0,50,75,-0.33226969736202494,0.189898380494365
0.0,52,75,-0.33226969736202494,0.189898380494365
0.0,54,75,-0.33226969736202494,0.189898380494365
0.0,56,75,-0.33226969736202494,0.189898380494365
0.0,58,75,-0.33226969736202494,0.189898380494365
0.0,60,75,-0.33226969736202494,0.189898380494365
0.0,62,75,-0.33226969736202494,0.189898380494365
0.0,64,75,-0.33226969736202494,0.189898380494365
0.0,66,75,-0.33226969736202494,0.189898380494365
0.0,68,75,-0.33226969736202494,0.189898380494365
0.0,70,75,-0.33226969736202494,0.189898380494365
0.0,72,75,-0.33226969736202494,0.189898380494365
0.0,74,75,-0.33226969736202494,0.189898380494365
0.0,76,75,-0.33226969736202494,0.189898380494365
0.0,78,75,-0.33226969736202494,0.189898380494365
0.0,80,75,-0.33226969736202494,0.189898380494365
0.0,82,75,-0.33226969736202494,0.189898380494365
0.0,84,75,-0.33226969736202494,0.189898380494365
0.0,86,75,-0.33226969736202494,0.189898380494365
0.0,88,75,-0.33226969736202494,0.189898380494365
0.0,90,75,-0.33226969736202494,0.189898380494365
0.0,92,75,-0.33226969736202494,0.189898380494365
0.0,94,75,-0.33226969736202494,0.189898380494365
0.0,96,75,-0.33226969736202494,0.189898380494365
0.0,98,75,-0.33226969736202494,0.189898380494365
0.0,100,75,-0.33226969736202494,0.189898380494365
0.0,102,75,-0.33226969736202494,0.189898380494365
0.0,104,75,-0.33226969736202494,0.189898380494365
0.0,106,75,-0.33226969736202494,0.189898380494365
0.0,108,75,-0.33226969736202494,0.189898380494365
0.0,110,75,-0.33226969736202494,0.189898380494365
0.0,112,75,-0.33226969736202494,0.189898380494365
0.0,114,75,-0.33226969736202494,0.189898380494365
0.0,116,75,-0.33226969736202494,0.189898380494365
0.0,118,75,-0.33226969736202494,0.189898380494365
0.0,120,75,-0.33226969736202494,0.189898380494365
0.0,122,75,-0.33226969736202494,0.189898380494365
0.0,124,75,-0.33226969736202494,0.189898380494365
0.0,126,75,-0.33226969736202494,0.189898380494365
0.0,128,75,-0.33226969736202494,0.189898380494365
0.0,130,75,-0.33226969736202494,0.189898380494365
0.0,132,75,-0.33226969736202494,0.189898380494365
0.0,134,75,-0.33226969736202494,0.189898380494365
0.0,136,75,-0.33226969736202494,0.189898380494365
0.0,138,75,-0.33226969736202494,0.189898380494365
0.0,140,75,-0.33226969736202494,0.189898380494365
0.0,142,75,-0.33226969736202494,0.189898380494365
0.0,144,75,-0.33226969736202494,0.189898380494365
0.0,146,75,-0.33226969736202494,0.189898380494365
0.0,148,75,-0.33226969736202494,0.189898380494365
0.0,150,75,-0.33226969736202494,0.189898380494365
0.0,152,75,-0.33226969736202494,0.189898380494365
0.0,154,75,-0.33226969736202494,0.189898380494365
0.0,156,75,-0.33226969736202494,0.189898380494365
